1. Стратегия социально-экономического развития Белгородской области как инструмент региональной политики;-1
1.1. Макроэкономические и макросоциальные ориентиры стратегического развития регионов;-1
1.2. Ключевые риски развития региона;-1
1.3. Стартовые условия развития Белгородской области;-1
1.4. Методологические подходы к разработке стратегии регионального развития;-1
2. Оценка конкурентных преимуществ и выявление проблем экономического и социального развития Белгородской области;-1
2.1. Анализ экономического потенциала региона;-1
2.1.1. Промышленный потенциал;-1
2.1.2. Сельскохозяйственный потенциал;-1
2.1.3. Потенциал малого предпринимательства;-1
2.1.4. Инвестиционный потенциал;-1
2.1.5. Инновационный потенциал;-1
2.1.6. Туристско-рекреационный потенциал;-1
2.2. Внешнеэкономическая деятельность и межрегиональные связи;9
2.2.1. Внешнеэкономическая деятельность;9
2.2.2. Межрегиональные связи;9
2.3. Социальный вектор;-1
2.3.1. Качество жизни населения;-1
2.3.2. Демографическая ситуация;-1
2.3.3. Развитие образования;-1
2.3.4. Развитие здравоохранения,;-1
2.3.5. Социальная защита населения;-1
2.3.6. Развитие культуры, молодежная политика;-1
2.3.7. Трудовой потенциал;-1
2.3.8. Жилищная политика и жилищно-коммунальное хозяйство;-1
2.3.9. Уровень жизни населения;-1
2.3.10. Экологическая ситуация в области;-1
2.4. Построение профиля социально-экономического развития Белгородской области;-1
3. Выбор приоритетов социально-экономического развития Белгородской области;3
3.1. Стратегический (SWOT) анализ социально-экономического развития Белгородской области;-1
3.2. Целевые ориентиры, стратегические направления и задачи;3
3.3. Основные принципы политики регионального развития;-1
4. Разработка и выбор сценариев перехода к инновационному социально ориентированному типу развития Белгородской области в долгосрочной перспективе;4
4.1. Сценарные условия социально-экономического развития Белгородской области в долгосрочной перспективе. Выбор целевого сценария развития;4
4.2. Анализ сценариев социально-экономического развития Белгородской области с точки зрения обеспечения инновационного социально ориентированного развития региона;4
"4.3. Инвестиционная стратегия Белгородской области ""Инвестиции в будущее""";-1
4.4. Экспортная стратегия Белгородской области;-1
5. Формирование зон опережающего развития и территориальных кластеров;-1
5.1. Развитие инфраструктуры, обеспечивающей формирование и функционирование потенциальных зон опережающего развития и территориальных кластеров;-1
5.2. Горно-металлургический кластер;-1
"5.3. Зона опережающего развития ""Агропромышленный комплекс""";-1
5.3.1. Кластер по развитию птицеводства;-1
5.3.2. Кластер по развитию свиноводства;-1
5.3.3. Кластер по развитию молочного животноводства;-1
5.4. Строительный кластер;-1
"5.5. Зона опережающего развития ""Машиностроительный комплекс""";-1
5.6. Инновационная система региона;-1
5.7. Биофармацевтический кластер;-1
5.8. Кластер информационных технологий;-1
5.9. Транспортно-логистический кластер;-1
5.10. Туристско-рекреационный кластер;-1
5.11. Создание многокомпонентного социального кластера как основы развития человеческого потенциала;-1
