1. Общие положения;1
1.1. Оценка основных итогов реализации стратегии социально-экономического развития Алтайского края до 2025 года;2
1.2. Оценка социально-экономического потенциала развития Алтайского края;3
1.2.1. Природно-ресурсный потенциал;-1
1.2.2. Демографический потенциал;-1
1.2.3. Инфраструктурный потенциал;-1
1.2.4. Экономический потенциал;-1
1.2.5. Туристско-рекреационный потенциал;-1
1.2.6. Экспортный потенциал;-1
1.3. Место и роль Алтайского края в реализации государственных приоритетных направлений социально-экономического развития;-1
1.4. Глобальные вызовы долгосрочного развития;-1
1.5. SWOT-анализ;-1
2. Сценарии, миссия, стратегические приоритеты и целевые ориентиры социально-экономического развития Алтайского края;4
2.1. Сценарии социально-экономического развития;4
2.2. Миссия (идеология стратегического развития) Алтайского края;-1
2.3. Система целеполагания;3
"2.3.1. Приоритет ""Качество жизни""";-1
"2.3.2. Приоритет ""Экономические основы роста благосостояния""";-1
"2.3.3. Приоритет ""Комфортная среда""";-1
3. Целевой сценарий социально-экономического развития Алтайского края;4
"3.1. Приоритет ""Качество жизни""";-1
3.1.1. Социальная поддержка населения;-1
3.1.2. Здравоохранение;-1
3.1.3. Физическая культура и спорт;-1
3.1.4. Образование;-1
3.1.5. Культура;-1
3.1.6. Обеспечение общественной безопасности;-1
"3.2. Приоритет ""Экономические основы роста благосостояния""";-1
3.2.1. Агропромышленный комплекс;-1
3.2.2. Промышленность;-1
3.2.3. Туризм;-1
3.2.4. Малое и среднее предпринимательство;-1
"3.3. Приоритет ""Комфортная среда""";-1
3.3.1. Транспортно-логистическая инфраструктура;-1
3.3.2. Жилье, благоустройство, энергетика;-1
3.3.3. Информационно-телекоммуникационная инфраструктура;-1
3.3.4. Экология;-1
4. Институциональное и ресурсное обеспечение реализации;13
4.1. Институциональное обеспечение реализации стратегии;-1
4.1.1. Инвестиционная стратегия;-1
4.1.2. Инновационная стратегия;-1
4.1.3. Экспортная стратегия;-1
4.1.4. Стратегия кадрового обеспечения отраслей экономики;-1
4.1.5. Стратегия пространственного развития;-1
4.2. Государственные механизмы реализации стратегии;14
4.3. Взаимодействие с институтами гражданского общества;-1
4.4. Реализация государственной национальной политики;-1
4.5. Этапы и ожидаемые результаты реализации стратегии;16
4.6. Оценка финансовых ресурсов, необходимых для реализации;13
Приложение 1. КЛЮЧЕВЫЕ РЕЗУЛЬТАТЫ (ПОКАЗАТЕЛИ) РЕАЛИЗАЦИИ СТРАТЕГИИ СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АЛТАЙСКОГО КРАЯ ДО 2035 ГОДА;15
Целевые индикаторы реализации генеральной цели стратегии;-1
"Приоритет ""Качество жизни""";-1
"Приоритет ""Экономические основы роста благосостояния""";-1
"Приоритет ""Комфортная среда""";-1
Инвестиционная стратегия;-1
Экспортная стратегия;-1
Стратегия кадрового обеспечения отраслей экономики;11
Пространственное развитие;10
Приложение 2. ОЦЕНКА ФИНАНСОВЫХ РЕСУРСОВ, НЕОБХОДИМЫХ ДЛЯ РЕАЛИЗАЦИИ СТРАТЕГИИ СОЦИАЛЬНО-ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АЛТАЙСКОГО КРАЯ ДО 2035 ГОДА;13
